lookup,School DBN,SchoolName,SchoolType,SchoolLevel,Regents Exam,Year,Total Tested,Mean Score,Number Scoring Below 65,Percent Scoring Below 65,Number Scoring 65 or Above,Percent Scoring 65 or Above,Number Scoring 80 or Above,Percent Scoring 80 or Above,Number Scoring CR,Percent Scoring CR
16K2672017Common Core Algebra,16K267,"M.S. 267 Math, Science & Technology",General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2017,22,74.5,0,0.0,22,100.0,3,13.6,15,68.2
16K2672015Common Core English,16K267,"M.S. 267 Math, Science & Technology",General Academic,Junior High-Intermediate-Middle,Common Core English,2015,2,s,s,s,s,s,s,s,na,na
16K2672016Common Core English,16K267,"M.S. 267 Math, Science & Technology",General Academic,Junior High-Intermediate-Middle,Common Core English,2016,1,s,s,s,s,s,s,s,na,na
16K2672017Common Core English,16K267,"M.S. 267 Math, Science & Technology",General Academic,Junior High-Intermediate-Middle,Common Core English,2017,2,s,s,s,s,s,s,s,na,na
16K2672016Living Environment,16K267,"M.S. 267 Math, Science & Technology",General Academic,Junior High-Intermediate-Middle,Living Environment,2016,13,79.7,0,0.0,13,100.0,7,53.8,na,na
17K4082016Geometry,17K408,Academy of Hospitality and Tourism,General Academic,High school,Geometry,2016,5,s,s,s,s,s,s,s,na,na
16K2672017Living Environment,16K267,"M.S. 267 Math, Science & Technology",General Academic,Junior High-Intermediate-Middle,Living Environment,2017,22,71.8,5,22.7,17,77.3,4,18.2,na,na
16K2672016U.S. History and Government,16K267,"M.S. 267 Math, Science & Technology",General Academic,Junior High-Intermediate-Middle,U.S. History and Government,2016,1,s,s,s,s,s,s,s,na,na
16K3082015Common Core Algebra,16K308,P.S. 308 Clara Cardwell,General Academic,K-8,Common Core Algebra,2015,19,62.4,11,57.9,8,42.1,0,0.0,1,5.3
16K3082017Common Core Algebra,16K308,P.S. 308 Clara Cardwell,General Academic,K-8,Common Core Algebra,2017,17,51.9,13,76.5,4,23.5,0,0.0,1,5.9
16K3082015Common Core English,16K308,P.S. 308 Clara Cardwell,General Academic,K-8,Common Core English,2015,1,s,s,s,s,s,s,s,na,na
16K3082016Common Core English,16K308,P.S. 308 Clara Cardwell,General Academic,K-8,Common Core English,2016,1,s,s,s,s,s,s,s,na,na
16K3082017Common Core English,16K308,P.S. 308 Clara Cardwell,General Academic,K-8,Common Core English,2017,2,s,s,s,s,s,s,s,na,na
16K3082017Living Environment,16K308,P.S. 308 Clara Cardwell,General Academic,K-8,Living Environment,2017,16,54.7,11,68.8,5,31.3,0,0.0,na,na
16K3852015Common Core Algebra,16K385,"School of Business, Finance and Entrepreneurship",General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2015,1,s,s,s,s,s,s,s,na,na
16K3852016Common Core Algebra,16K385,"School of Business, Finance and Entrepreneurship",General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2016,1,s,s,s,s,s,s,s,na,na
16K3852015Common Core English,16K385,"School of Business, Finance and Entrepreneurship",General Academic,Junior High-Intermediate-Middle,Common Core English,2015,1,s,s,s,s,s,s,s,na,na
16K3932015Algebra2/Trigonometry,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Algebra2/Trigonometry,2015,2,s,s,s,s,s,s,s,na,na
16K3932016Algebra2/Trigonometry,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Algebra2/Trigonometry,2016,1,s,s,s,s,s,s,s,na,na
16K3932015Common Core Algebra,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Common Core Algebra,2015,25,52.5,22,88.0,3,12.0,0,0.0,0,0.0
16K3932016Common Core Algebra,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Common Core Algebra,2016,30,58.9,18,60.0,12,40.0,0,0.0,3,10.0
16K3932017Common Core Algebra,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Common Core Algebra,2017,29,54.4,23,79.3,6,20.7,0,0.0,4,13.8
16K3932017Common Core Algebra2,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Common Core Algebra2,2017,5,s,s,s,s,s,s,s,na,na
16K3932015Common Core English,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Common Core English,2015,26,73.0,7,26.9,19,73.1,11,42.3,12,46.2
16K3932016Common Core English,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Common Core English,2016,30,61.4,13,43.3,17,56.7,7,23.3,13,43.3
16K3932017Common Core English,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Common Core English,2017,19,56.7,10,52.6,9,47.4,3,15.8,4,21.1
16K3932017Common Core Geometry,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Common Core Geometry,2017,4,s,s,s,s,s,s,s,na,na
16K3932015English,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,English,2015,30,65.4,11,36.7,19,63.3,7,23.3,13,43.3
16K3932016English,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,English,2016,3,s,s,s,s,s,s,s,na,na
16K3932015Geometry,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Geometry,2015,12,49.5,11,91.7,1,8.3,0,0.0,0,0.0
16K3932015Global History and Geography,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Global History and Geography,2015,17,57.2,11,64.7,6,35.3,1,5.9,na,na
16K3932016Global History and Geography,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Global History and Geography,2016,31,55.3,17,54.8,14,45.2,2,6.5,na,na
16K3932017Global History and Geography,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Global History and Geography,2017,22,47.8,20,90.9,2,9.1,0,0.0,na,na
16K3932015Integrated Algebra,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Integrated Algebra,2015,41,62.8,19,46.3,22,53.7,4,9.8,4,9.8
16K3932016Integrated Algebra,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Integrated Algebra,2016,9,64.8,2,22.2,7,77.8,0,0.0,0,0.0
16K3932015Living Environment,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Living Environment,2015,32,56.5,22,68.8,10,31.3,1,3.1,na,na
16K3932016Living Environment,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Living Environment,2016,23,56.5,17,73.9,6,26.1,0,0.0,na,na
16K3932017Living Environment,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Living Environment,2017,23,55.6,18,78.3,5,21.7,0,0.0,na,na
16K3932015Physical Settings/Chemistry,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Physical Settings/Chemistry,2015,20,45.2,20,100.0,0,0.0,0,0.0,na,na
16K3932017Physical Settings/Chemistry,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,Physical Settings/Chemistry,2017,3,s,s,s,s,s,s,s,na,na
16K3932015U.S. History and Government,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,U.S. History and Government,2015,30,56.1,16,53.3,14,46.7,4,13.3,na,na
16K3932016U.S. History and Government,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,U.S. History and Government,2016,14,46.4,10,71.4,4,28.6,0,0.0,na,na
16K3932017U.S. History and Government,16K393,Frederick Douglass Academy IV Secondary School,General Academic,High school,U.S. History and Government,2017,13,46.1,11,84.6,2,15.4,0,0.0,na,na
16K4552015Algebra2/Trigonometry,16K455,Boys and Girls High School,General Academic,High school,Algebra2/Trigonometry,2015,7,64.1,4,57.1,3,42.9,2,28.6,2,28.6
16K4552016Algebra2/Trigonometry,16K455,Boys and Girls High School,General Academic,High school,Algebra2/Trigonometry,2016,25,56.7,18,72.0,7,28.0,2,8.0,2,8.0
16K4552015Common Core Algebra,16K455,Boys and Girls High School,General Academic,High school,Common Core Algebra,2015,123,55.4,72,58.5,51,41.5,0,0.0,14,11.4
16K4552016Common Core Algebra,16K455,Boys and Girls High School,General Academic,High school,Common Core Algebra,2016,99,62.2,42,42.4,57,57.6,8,8.1,32,32.3
16K4552017Common Core Algebra,16K455,Boys and Girls High School,General Academic,High school,Common Core Algebra,2017,199,62.2,101,50.8,98,49.2,2,1.0,58,29.1
16K4552016Common Core Algebra2,16K455,Boys and Girls High School,General Academic,High school,Common Core Algebra2,2016,18,54.9,13,72.2,5,27.8,0,0.0,5,27.8
16K4552017Common Core Algebra2,16K455,Boys and Girls High School,General Academic,High school,Common Core Algebra2,2017,17,46.7,16,94.1,1,5.9,0,0.0,1,5.9
16K4552015Common Core English,16K455,Boys and Girls High School,General Academic,High school,Common Core English,2015,49,73.7,11,22.4,38,77.6,15,30.6,24,49.0
16K4552016Common Core English,16K455,Boys and Girls High School,General Academic,High school,Common Core English,2016,81,59.7,31,38.3,50,61.7,15,18.5,25,30.9
16K4552017Common Core English,16K455,Boys and Girls High School,General Academic,High school,Common Core English,2017,121,70.6,25,20.7,96,79.3,37,30.6,55,45.5
16K4552015Common Core Geometry,16K455,Boys and Girls High School,General Academic,High school,Common Core Geometry,2015,54,52.7,45,83.3,9,16.7,1,1.9,2,3.7
16K4552016Common Core Geometry,16K455,Boys and Girls High School,General Academic,High school,Common Core Geometry,2016,74,51.5,57,77.0,17,23.0,0,0.0,4,5.4
16K4552017Common Core Geometry,16K455,Boys and Girls High School,General Academic,High school,Common Core Geometry,2017,78,51.6,71,91.0,7,9.0,0,0.0,1,1.3
16K4552015English,16K455,Boys and Girls High School,General Academic,High school,English,2015,173,69.8,45,26.0,128,74.0,49,28.3,78,45.1
16K4552016English,16K455,Boys and Girls High School,General Academic,High school,English,2016,13,55.7,7,53.8,6,46.2,1,7.7,1,7.7
16K4552015Geometry,16K455,Boys and Girls High School,General Academic,High school,Geometry,2015,112,63.2,53,47.3,59,52.7,11,9.8,11,9.8
16K4552016Geometry,16K455,Boys and Girls High School,General Academic,High school,Geometry,2016,25,52.3,22,88.0,3,12.0,0,0.0,0,0.0
16K4552015Global History and Geography,16K455,Boys and Girls High School,General Academic,High school,Global History and Geography,2015,168,64.5,61,36.3,107,63.7,38,22.6,na,na
16K4552016Global History and Geography,16K455,Boys and Girls High School,General Academic,High school,Global History and Geography,2016,98,69.7,23,23.5,75,76.5,22,22.4,na,na
16K4552017Global History and Geography,16K455,Boys and Girls High School,General Academic,High school,Global History and Geography,2017,141,63.0,66,46.8,75,53.2,14,9.9,na,na
16K4552015Integrated Algebra,16K455,Boys and Girls High School,General Academic,High school,Integrated Algebra,2015,144,63.4,60,41.7,84,58.3,5,3.5,5,3.5
16K4552016Integrated Algebra,16K455,Boys and Girls High School,General Academic,High school,Integrated Algebra,2016,7,58.0,5,71.4,2,28.6,0,0.0,0,0.0
16K4552015Living Environment,16K455,Boys and Girls High School,General Academic,High school,Living Environment,2015,189,62.7,87,46.0,102,54.0,15,7.9,na,na
16K4552016Living Environment,16K455,Boys and Girls High School,General Academic,High school,Living Environment,2016,152,60.7,76,50.0,76,50.0,5,3.3,na,na
16K4552017Living Environment,16K455,Boys and Girls High School,General Academic,High school,Living Environment,2017,165,60.3,99,60.0,66,40.0,5,3.0,na,na
16K4552015Physical Settings/Chemistry,16K455,Boys and Girls High School,General Academic,High school,Physical Settings/Chemistry,2015,30,60.0,24,80.0,6,20.0,1,3.3,na,na
16K4552016Physical Settings/Chemistry,16K455,Boys and Girls High School,General Academic,High school,Physical Settings/Chemistry,2016,31,59.4,22,71.0,9,29.0,0,0.0,na,na
16K4552017Physical Settings/Chemistry,16K455,Boys and Girls High School,General Academic,High school,Physical Settings/Chemistry,2017,36,48.0,34,94.4,2,5.6,1,2.8,na,na
16K4552015Physical Settings/Earth Science,16K455,Boys and Girls High School,General Academic,High school,Physical Settings/Earth Science,2015,39,69.2,10,25.6,29,74.4,4,10.3,na,na
16K4552016Physical Settings/Physics,16K455,Boys and Girls High School,General Academic,High school,Physical Settings/Physics,2016,1,s,s,s,s,s,s,s,na,na
16K4552015U.S. History and Government,16K455,Boys and Girls High School,General Academic,High school,U.S. History and Government,2015,289,65.4,118,40.8,171,59.2,79,27.3,na,na
16K4552016U.S. History and Government,16K455,Boys and Girls High School,General Academic,High school,U.S. History and Government,2016,61,50.8,43,70.5,18,29.5,4,6.6,na,na
16K4552017U.S. History and Government,16K455,Boys and Girls High School,General Academic,High school,U.S. History and Government,2017,45,70.5,11,24.4,34,75.6,13,28.9,na,na
16K4982015Algebra2/Trigonometry,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Algebra2/Trigonometry,2015,46,56.1,32,69.6,14,30.4,0,0.0,0,0.0
16K4982016Algebra2/Trigonometry,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Algebra2/Trigonometry,2016,49,68.5,19,38.8,30,61.2,12,24.5,12,24.5
16K4982017Algebra2/Trigonometry,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Algebra2/Trigonometry,2017,6,40.8,6,100.0,0,0.0,0,0.0,0,0.0
16K4982015Common Core Algebra,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Common Core Algebra,2015,247,57.8,156,63.2,91,36.8,0,0.0,33,13.4
16K4982016Common Core Algebra,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Common Core Algebra,2016,196,63.2,85,43.4,111,56.6,7,3.6,62,31.6
16K4982017Common Core Algebra,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Common Core Algebra,2017,213,62.3,107,50.2,106,49.8,12,5.6,66,31.0
16K4982016Common Core Algebra2,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Common Core Algebra2,2016,39,58.2,28,71.8,11,28.2,0,0.0,11,28.2
16K4982017Common Core Algebra2,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Common Core Algebra2,2017,26,58.0,16,61.5,10,38.5,0,0.0,10,38.5
16K4982015Common Core English,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Common Core English,2015,129,19.8,121,93.8,8,6.2,4,3.1,5,3.9
16K4982016Common Core English,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Common Core English,2016,133,72.9,34,25.6,99,74.4,56,42.1,77,57.9
16K4982017Common Core English,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Common Core English,2017,185,69.9,43,23.2,142,76.8,59,31.9,75,40.5
16K4982016Common Core Geometry,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Common Core Geometry,2016,126,45.7,107,84.9,19,15.1,3,2.4,12,9.5
16K4982017Common Core Geometry,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Common Core Geometry,2017,100,57.5,74,74.0,26,26.0,1,1.0,12,12.0
16K4982015English,16K498,Brooklyn High School for Law and Technology,General Academic,High school,English,2015,214,71.4,48,22.4,166,77.6,70,32.7,106,49.5
16K4982016English,16K498,Brooklyn High School for Law and Technology,General Academic,High school,English,2016,14,63.8,8,57.1,6,42.9,2,14.3,2,14.3
16K4982015Geometry,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Geometry,2015,73,64.5,30,41.1,43,58.9,3,4.1,3,4.1
16K4982016Geometry,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Geometry,2016,38,58.2,31,81.6,7,18.4,1,2.6,1,2.6
16K4982015Global History and Geography,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Global History and Geography,2015,235,64.8,97,41.3,138,58.7,32,13.6,na,na
16K4982016Global History and Geography,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Global History and Geography,2016,231,62.2,105,45.5,126,54.5,10,4.3,na,na
16K4982017Global History and Geography,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Global History and Geography,2017,224,55.0,163,72.8,61,27.2,9,4.0,na,na
16K4982015Integrated Algebra,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Integrated Algebra,2015,75,62.5,35,46.7,40,53.3,4,5.3,4,5.3
16K4982016Integrated Algebra,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Integrated Algebra,2016,20,66.3,7,35.0,13,65.0,3,15.0,3,15.0
16K4982015Living Environment,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Living Environment,2015,176,70.5,44,25.0,132,75.0,43,24.4,na,na
16K4982016Living Environment,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Living Environment,2016,164,64.7,73,44.5,91,55.5,21,12.8,na,na
16K4982017Living Environment,16K498,Brooklyn High School for Law and Technology,General Academic,High school,Living Environment,2017,161,63.4,75,46.6,86,53.4,16,9.9,na,na
